Cruise,Station,Date,Year,Month,Day,Time,lon,lat,Bot_Depth,Depth,Temp,Sal,Chl,NO3,PO4,Pro,Syn,Peuk,HB,DOY,ID,Chl0,T0,I0sat
Spring,NH21,2011/5/15,2011,5,15,4.833333333,115.2409333,19.0043,2399,50,24.1316,34.1635,0.19948654,BLQ,0.067,127833,1804,582,367596,135,240,0.103296981,29.2565,55.43119812
Spring,NH21,2011/5/15,2011,5,15,4.833333333,115.2409333,19.0043,2399,75,21.9602,34.4886,0.404982093,1.785,0.209,59032,658,3175,403670,135,240,0.103296981,29.2565,55.43119812
Spring,NH21,2011/5/15,2011,5,15,4.833333333,115.2409333,19.0043,2399,100,19.9233,34.5503,0.182875378,7.866,0.554,19408,56,413,210306,135,240,0.103296981,29.2565,55.43119812
Spring,NH21,2011/5/15,2011,5,15,4.833333333,115.2409333,19.0043,2399,125,18.0194,34.5945,0.080972434,11.569,0.817,3269,122,160,171282,135,240,0.103296981,29.2565,55.43119812
Spring,NH21,2011/5/15,2011,5,15,4.833333333,115.2409333,19.0043,2399,150,16.9204,34.6029,0.019623883,12.576,0.899,442,75,56,167654,135,240,0.103296981,29.2565,55.43119812
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,5,29.0303,34.1564,0.116689836,BLQ,0.045,104198,7036,545,325693,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,25,24.9609,34.138,0.169122398,BLQ,0.049,114756,3382,1015,338718,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,50,23.9519,34.2334,0.334001423,BLQ,0.069,61333,10174,2828,460537,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,75,23.1024,34.5492,0.510424837,1.87,0.197,27468,1663,1916,362987,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,100,21.2647,34.6643,0.229102226,5.524,0.408,20986,310,582,216045,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,125,19.0701,34.6499,0.130212074,7.246,0.526,10221,47,291,193329,135,241,0.116689836,29.0303,53.52370834
Spring,C1,2011/5/15,2011,5,15,10.5,114.7982833,19.63358333,1481,150,17.7778,34.6337,0.022304475,10.372,0.733,150,75,28,143972,135,241,0.116689836,29.0303,53.52370834
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,5,28.8976,34.0822,0.139587098,BLQ,0.046,90370,12297,564,381916,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,25,25.8139,34.1797,0.130787136,BLQ,0.045,88181,2085,761,326213,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,50,25.0431,34.2958,0.253482737,BLQ,0.055,73066,2837,629,351188,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,75,23.4066,34.3743,0.448817285,1.7,0.17,32127,3945,4753,377527,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,100,21.5793,34.4561,0.261208362,4.489,0.325,24246,169,968,219559,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,125,20.3397,34.5332,0.134229198,8.276,0.586,14448,9,554,196743,135,242,0.139587098,28.8976,49.91233063
Spring,C2,2011/5/15,2011,5,15,15.11666667,114.5,20,202,150,18.2086,34.581,0.024041611,11.32,0.817,996,19,38,183333,135,242,0.139587098,28.8976,49.91233063
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,5,28.4513,33.9242,0.115545193,BLQ,0.032,87655,9601,319,279300,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,25,26.8219,34.0319,0.129102411,BLQ,0.027,85297,5618,413,295606,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,50,25.0868,34.0631,0.134550595,BLQ,0.036,59605,1869,319,322685,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,75,22.8186,34.2214,0.349867118,BLQ,BLQ,51112,4425,451,344669,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,88,22.1326,34.2795,NA,0.781,0.116,9638,4659,1719,501214,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,100,20.7805,34.356,0.221457974,5.811,0.444,2198,620,498,314758,135,243,0.115545193,28.4513,57.20851135
Spring,C3,2011/5/15,2011,5,15,18.65,114.2,20.35,119,115,20.0455,34.4219,0.116610287,7.357,0.546,3870,451,479,311670,135,243,0.115545193,28.4513,57.20851135
Spring,C4,2011/5/15,2011,5,15,22.56666667,113.9,20.7,86,5,28.3741,33.8118,0.110203049,BLQ,0.017,85034,12353,488,298581,135,244,0.110203049,28.3741,36.79880142
Spring,C4,2011/5/15,2011,5,15,22.56666667,113.9,20.7,86,25,26.0905,33.9612,0.095040893,BLQ,0.023,99463,2884,629,390000,135,244,0.110203049,28.3741,36.79880142
Spring,C4,2011/5/15,2011,5,15,22.56666667,113.9,20.7,86,50,22.1409,34.1454,0.366248555,BLQ,0.052,44180,11818,949,433632,135,244,0.110203049,28.3741,36.79880142
Spring,C4,2011/5/15,2011,5,15,22.56666667,113.9,20.7,86,75,21.2939,34.3256,0.630487531,2.315,0.205,15810,6360,2602,360274,135,244,0.110203049,28.3741,36.79880142
Spring,C4,2011/5/15,2011,5,15,22.56666667,113.9,20.7,86,85,21.2921,34.3251,0.683303427,2.321,0.207,14016,4988,2818,352149,135,244,0.110203049,28.3741,36.79880142
Spring,C5,2011/5/16,2011,5,16,1.75,113.6,21.05,77,5,27.9453,33.6669,0.145659208,BLQ,0.03,56364,27158,742,344443,136,245,0.145659208,27.9453,36.79880142
Spring,C5,2011/5/16,2011,5,16,1.75,113.6,21.05,77,25,22.8156,34.2935,0.292907611,BLQ,BLQ,85353,6735,1249,483373,136,245,0.145659208,27.9453,36.79880142
Spring,C5,2011/5/16,2011,5,16,1.75,113.6,21.05,77,50,20.5923,34.3462,0.712450065,1.849,0.228,4725,9215,5571,650427,136,245,0.145659208,27.9453,36.79880142
Spring,C5,2011/5/16,2011,5,16,1.75,113.6,21.05,77,75,20.5169,34.338,0.639974153,1.961,0.236,1719,6867,4246,588164,136,245,0.145659208,27.9453,36.79880142
Spring,C6,2011/5/16,2011,5,16,5.016666667,113.3,21.4,41,5,27.1263,33.6658,0.613039818,BLQ,BLQ,40939,32559,939,530499,136,246,0.613039818,27.1263,36.79880142
Spring,C6,2011/5/16,2011,5,16,5.016666667,113.3,21.4,41,15,26.0278,33.8721,3.182640854,BLQ,BLQ,27308,42789,780,732773,136,246,0.613039818,27.1263,36.79880142
Spring,C6,2011/5/16,2011,5,16,5.016666667,113.3,21.4,41,25,21.9736,34.0862,3.00154176,BLQ,BLQ,2264,8539,676,970397,136,246,0.613039818,27.1263,36.79880142
Spring,C6,2011/5/16,2011,5,16,5.016666667,113.3,21.4,41,38,21.4541,34.2348,4.15772304,BLQ,BLQ,3711,10446,639,855555,136,246,0.613039818,27.1263,36.79880142
Spring,C7,2011/5/16,2011,5,16,7.716666667,113,21.75,20,3,27.0126,23.6012,1.47423936,66.25,0.185,30662,2114,5383,652977,136,247,1.47423936,27.0126,23.17466927
Spring,C7,2011/5/16,2011,5,16,7.716666667,113,21.75,20,10,27.183,28.4555,1.025546853,17.42,BLQ,9281,5937,798,930652,136,247,1.47423936,27.0126,23.17466927
Spring,C7,2011/5/16,2011,5,16,7.716666667,113,21.75,20,18,25.1083,32.4569,0.945399072,13.32,BLQ,2161,6501,742,888939,136,247,1.47423936,27.0126,23.17466927
Spring,A9,2011/5/16,2011,5,16,13.51666667,113.99,21.99,33,3,25.4034,33.1161,1.46979888,3.281,BLQ,14758,12522,564,547891,136,248,1.46979888,25.4034,42.40523148
Spring,A9,2011/5/16,2011,5,16,13.51666667,113.99,21.99,33,15,24.8664,33.2778,1.089095232,2.962,BLQ,12062,14157,667,620161,136,248,1.46979888,25.4034,42.40523148
Spring,A9,2011/5/16,2011,5,16,13.51666667,113.99,21.99,33,31,23.1122,33.9922,1.037648304,1.969,BLQ,9817,8971,780,668065,136,248,1.46979888,25.4034,42.40523148
Spring,A8,2011/5/16,2011,5,16,17.05,114.2,21.8,46,4,26.8181,33.6384,0.367070554,0.281,BLQ,17745,58581,592,523530,136,249,0.367070554,26.8181,42.40523148
Spring,A8,2011/5/16,2011,5,16,17.05,114.2,21.8,46,15,26.3234,33.7012,0.354996848,BLQ,BLQ,30991,34419,714,436352,136,249,0.367070554,26.8181,42.40523148
Spring,A8,2011/5/16,2011,5,16,17.05,114.2,21.8,46,25,23.4369,34.2135,0.52239775,BLQ,BLQ,30775,17764,1832,584738,136,249,0.367070554,26.8181,42.40523148
Spring,A8,2011/5/16,2011,5,16,17.05,114.2,21.8,46,43,21.0006,34.2177,0.450623781,0.243,0.09,6820,12813,3344,659325,136,249,0.367070554,26.8181,42.40523148
Spring,A7,2011/5/16,2011,5,16,20.95,114.5,21.5,73,5,28.0225,33.6727,0.078715166,BLQ,0.03,93526,31122,611,354305,136,250,0.078715166,28.0225,21.26688957
Spring,A7,2011/5/16,2011,5,16,20.95,114.5,21.5,73,25,24.6441,34.1308,0.099619995,BLQ,0.032,118692,12776,1588,460832,136,250,0.078715166,28.0225,21.26688957
Spring,A7,2011/5/16,2011,5,16,20.95,114.5,21.5,73,40,22.6573,34.298,NA,,,51995,29121,4960,782189,136,250,0.078715166,28.0225,21.26688957
Spring,A7,2011/5/16,2011,5,16,20.95,114.5,21.5,73,50,21.0538,34.3495,0.563306931,BLQ,BLQ,16627,15538,5881,534723,136,250,0.078715166,28.0225,21.26688957
Spring,A7,2011/5/16,2011,5,16,20.95,114.5,21.5,73,68,20.8979,34.3482,0.474623794,0.868,0.133,7788,7177,4509,500806,136,250,0.078715166,28.0225,21.26688957
Spring,A6,2011/5/17,2011,5,17,5.833333333,114.73,21.27,90,5,27.979,33.7125,0.167366915,BLQ,0.028,144685,17351,1212,381364,137,251,0.167366915,27.979,21.26688957
Spring,A6,2011/5/17,2011,5,17,5.833333333,114.73,21.27,90,25,27.3247,33.8122,0.157325731,BLQ,0.028,136738,14871,930,384803,137,251,0.167366915,27.979,21.26688957
Spring,A6,2011/5/17,2011,5,17,5.833333333,114.73,21.27,90,50,22.1407,34.0585,0.323110688,BLQ,BLQ,99754,15622,1954,462382,137,251,0.167366915,27.979,21.26688957
Spring,A6,2011/5/17,2011,5,17,5.833333333,114.73,21.27,90,75,20.9383,34.3387,0.543004568,0.963,0.128,11818,9065,4096,524103,137,251,0.167366915,27.979,21.26688957
Spring,A6,2011/5/17,2011,5,17,5.833333333,114.73,21.27,90,85,20.8526,34.3384,0.415978866,1.008,0.142,3927,6285,3222,459230,137,251,0.167366915,27.979,21.26688957
Spring,A5,2011/5/17,2011,5,17,10.58333333,114.98,21,108,5,27.8942,33.9573,0.178343025,BLQ,0.028,72681,7421,564,361418,137,252,0.178343025,27.8942,27.52253914
Spring,A5,2011/5/17,2011,5,17,10.58333333,114.98,21,108,25,24.9265,34.0383,0.117707177,BLQ,0.03,74644,5834,488,384402,137,252,0.178343025,27.8942,27.52253914
Spring,A5,2011/5/17,2011,5,17,10.58333333,114.98,21,108,50,22.3717,34.2377,0.193485534,BLQ,BLQ,97453,3015,479,418214,137,252,0.178343025,27.8942,27.52253914
Spring,A5,2011/5/17,2011,5,17,10.58333333,114.98,21,108,75,21.5279,34.329,0.511841027,0.375,BLQ,14551,4631,1616,443918,137,252,0.178343025,27.8942,27.52253914
Spring,A5,2011/5/17,2011,5,17,10.58333333,114.98,21,108,103,20.4979,34.3984,0.187996503,5.813,0.433,3551,911,470,328967,137,252,0.178343025,27.8942,27.52253914
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,5,27.7042,33.9639,0.163672906,BLQ,0.043,86537,6566,348,322567,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,25,25.3915,34.1554,0.160738597,BLQ,0.048,89731,2273,723,261613,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,50,24.1069,34.218,0.273857891,0.342,0.1,96532,6933,1249,337797,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,75,22.9821,34.293,0.332171539,2.859,0.23,36646,4462,1541,352627,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,100,21.488,34.3227,0.23003566,5.378,0.388,14974,2095,958,290608,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,125,20.513,34.4079,0.139378899,6.464,0.48,7825,1024,780,246933,137,253,0.163672906,27.7042,25.57287979
Spring,A4a,2011/5/17,2011,5,17,14.16666667,115.24,20.75,187,150,19.0356,34.5794,0.060718158,9.836,0.681,5608,291,244,209409,137,253,0.163672906,27.7042,25.57287979
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,5,26.7182,34.1153,0.15035683,,,105222,11273,855,335476,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,25,25.4869,34.1886,0.136660188,,,58909,1484,526,241718,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,50,24.6849,34.2848,0.170063536,,,74438,3278,714,268655,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,75,24.2543,34.3331,0.416749535,,,59032,10239,5843,288520,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,100,22.3401,34.5021,0.295133624,,,19098,1015,1766,188467,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,125,20.7583,34.5547,0.114241128,,,7177,526,517,163444,137,254,0.15035683,26.7182,5.277160168
Spring,A2,2011/5/17,2011,5,17,19.08333333,115.49,20.5,395,150,19.4152,34.6607,0.030634229,,,1738,28,141,169446,137,254,0.15035683,26.7182,5.277160168
Spring,A1a,2011/5/18,2011,5,18,1.666666667,115.83,20.1,985,5,27.811,34.1824,0.152169529,,,87007,4462,582,293143,138,255,0.152169529,27.811,5.277160168
Spring,A1a,2011/5/18,2011,5,18,1.666666667,115.83,20.1,985,25,25.5532,34.2272,0.133279599,,,80102,2208,921,385449,138,255,0.152169529,27.811,5.277160168
Spring,A1a,2011/5/18,2011,5,18,1.666666667,115.83,20.1,985,50,24.8175,34.2462,0.10518181,,,64377,7703,5749,315476,138,255,0.152169529,27.811,5.277160168
Spring,A1a,2011/5/18,2011,5,18,1.666666667,115.83,20.1,985,75,23.3679,34.3531,0.403298118,,,28689,2555,5909,341753,138,255,0.152169529,27.811,5.277160168
Spring,A1a,2011/5/18,2011,5,18,1.666666667,115.83,20.1,985,100,21.5978,34.4977,0.365992426,,,19887,1785,2302,252616,138,255,0.152169529,27.811,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,5,28.3129,33.8993,0.245195777,,,98589,11320,348,277647,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,25,25.2682,34.1414,0.214882827,,,69355,3091,498,253025,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,50,23.9484,34.3926,0.374651267,,,38186,8586,4115,261583,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,70,21.8679,34.4708,NA,,,14636,780,798,224223,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,75,21.5298,34.4929,0.355476659,,,23541,1315,1926,275994,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,100,19.4514,34.6259,0.126612972,,,8736,348,385,172578,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,125,17.9803,34.6213,0.016237499,,,742,38,47,133906,138,256,0.245195777,28.3129,5.277160168
Spring,A0,2011/5/18,2011,5,18,23.16666667,116.01,19.9,1441,150,16.8854,34.6183,0.008134043,,,319,56,9,121304,138,256,0.245195777,28.3129,5.277160168
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,5,28.014,33.9301,0.258736865,,,92183,15735,451,352368,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,25,25.2899,34.0965,0.193008504,,,83531,2640,423,269744,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,50,23.7605,34.2457,0.351419002,,,48980,8689,2893,359684,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,75,21.2953,34.5514,0.24588168,,,22621,263,1268,224972,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,100,19.4826,34.6087,0.085483578,,,6548,56,160,160725,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,125,17.7426,34.6164,0.033394725,,,1804,47,103,157649,139,257,0.258736865,28.014,18.44400024
Spring,A10,2011/5/19,2011,5,19,6.283333333,116.68,19.27,2848,150,16.5826,34.6031,0.014208624,,,658,38,47,136255,139,257,0.258736865,28.014,18.44400024
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,5,29.2259,34.1113,0.167193835,,,29356,3091,507,347959,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,25,24.0966,34.2676,0.375246684,,,45025,26575,2565,602958,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,50,21.626,34.4674,0.425108211,,,24603,1719,2405,389608,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,75,18.5712,34.5616,0.14542682,,,19633,132,366,216800,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,100,16.7407,34.5635,0.03997238,,,921,141,103,186844,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,125,15.6302,34.557,0.005712893,,,56,85,19,153762,139,258,0.167193835,29.2259,25.62671089
Spring,A11,2011/5/19,2011,5,19,13.96666667,117.34,18.63,3825,150,15.0409,34.5463,0.002936285,,,94,75,0,115590,139,258,0.167193835,29.2259,25.62671089
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,5,28.9678,34.0407,0.120397933,,,97894,6679,451,331447,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,25,27.7511,34.0328,0.134254971,,,141069,5758,648,379555,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,50,25.5102,34.0362,0.271128278,,,86847,13527,1306,458005,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,75,21.9717,34.3619,0.338233072,,,47035,4763,4782,403311,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,100,19.7351,34.5817,0.267276759,,,20610,357,2189,293147,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,125,17.6407,34.5605,0.097127442,,,7074,122,319,228431,139,259,0.120397933,28.9678,31.4152298
Spring,S506,2011/5/19,2011,5,19,22.66666667,118.2,19.2,3672,150,16.5553,34.5749,0.02139605,,,301,122,19,161148,139,259,0.120397933,28.9678,31.4152298
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,5,27.7552,33.8583,0.238554067,,,187992,12851,601,348834,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,25,25.8052,34.1739,0.270947294,,,152351,1804,366,334828,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,50,23.2864,34.4306,0.39349329,,,45279,2884,4631,365502,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,75,20.9941,34.6043,0.125602529,,,23964,338,1193,231189,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,100,18.7329,34.671,NA,,,9413,66,178,174124,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,125,16.914,34.6218,0.008300037,,,395,47,28,149223,140,260,0.238554067,27.7552,6.368500233
Spring,S504,2011/5/20,2011,5,20,5.916666667,117.6,19.72,3103,150,15.9127,34.5921,0.004121266,,,94,28,19,138672,140,260,0.238554067,27.7552,6.368500233
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,5,26.0351,33.5704,0.507534398,,,66556,6839,517,279710,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,25,26.0094,33.9512,0.469657993,,,51432,4838,554,303008,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,50,23.739,34.1477,0.389217768,,,30991,2922,827,376807,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,75,21.5016,34.3651,0.182095946,,,6059,1165,507,233022,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,100,17.9724,34.556,0.049240417,,,1719,329,207,148129,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,125,16.8578,34.5642,0.020003017,,,620,132,94,133175,140,261,0.507534398,26.0351,5.590499878
Spring,S503,2011/5/20,2011,5,20,12.31666667,117,20.25,748,150,16.2737,34.5555,0.01373214,,,658,141,47,141897,140,261,0.507534398,26.0351,5.590499878
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,5,26.3605,34.1051,0.262379009,,,58412,8069,817,231629,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,25,25.3782,34.251,0.323096448,,,56533,5261,1174,231702,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,50,24.9078,34.2662,0.379445962,,,38910,5768,2048,259106,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,75,23.8084,34.3165,0.212885011,,,19831,2950,1184,236577,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,100,22.4383,34.4116,0.161840467,,,14232,1982,705,209410,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,125,19.2661,34.5394,0.06154655,,,4650,817,254,157118,140,262,0.262379009,26.3605,13.54100037
Spring,S502,2011/5/20,2011,5,20,17.66666667,116.6030333,20.6,544,150,17.4567,34.5723,0.023462359,,,1099,432,66,159526,140,262,0.262379009,26.3605,13.54100037
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,5,25.9789,33.9147,0.307392849,,,58684,11282,1193,243887,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,25,24.7818,34.0989,0.4677003,,,70595,8013,2734,249680,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,50,23.3551,34.2729,0.301396648,,,33593,2705,2020,200144,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,75,21.889,34.3624,0.30850627,,,8389,2565,1475,287468,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,100,20.6479,34.3252,0.137568722,,,3138,686,620,215098,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,125,19.8171,34.4164,0.139798697,,,3485,798,667,254138,140,263,0.307392849,25.9789,37.1004982
Spring,S501,2011/5/20,2011,5,20,21.3,116.1991833,20.94958333,322,150,19.5124,34.4551,0.093602518,,,2583,535,488,223721,140,263,0.307392849,25.9789,37.1004982
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,5,26.5718,34.1097,0.147890135,,,113310,11592,592,208001,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,25,25.8383,34.1151,0.235463037,,,118955,5909,761,250407,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,50,23.3259,34.1845,0.372717522,,,43879,3288,1202,370442,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,75,20.4718,34.5004,0.172241412,,,12503,1155,723,248192,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,100,20.156,34.5229,0.12578632,,,9225,686,695,235105,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,125,18.3232,34.5424,0.069107399,,,3814,498,291,210775,141,264,0.147890135,26.5718,48.04589844
Spring,S209,2011/5/21,2011,5,21,0.833333333,115.8038167,21.30281667,134,135,16.9138,34.5572,0.066670011,,,3438,498,207,238960,141,264,0.147890135,26.5718,48.04589844
Spring,S103,2011/5/21,2011,5,21,5.166666667,115.3998667,21.64871667,106,5,26.7207,33.8405,0.158642563,,,161557,15350,1757,336632,141,265,0.158642563,26.7207,35.08631134
Spring,S103,2011/5/21,2011,5,21,5.166666667,115.3998667,21.64871667,106,25,26.5156,33.872,0.260948135,,,170528,9995,1296,392843,141,265,0.158642563,26.7207,35.08631134
Spring,S103,2011/5/21,2011,5,21,5.166666667,115.3998667,21.64871667,106,50,23.6654,34.1648,0.333548375,,,144808,8840,1766,377070,141,265,0.158642563,26.7207,35.08631134
