Cruise,Station,Date,Year,Month,Day,Time,lon,lat,Bot_Depth,Depth,Temp,Sal,Chl,NO3,PO4,Pro,Syn,Peuk,HB,DOY,ID,Chl0,T0,I0sat
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,0,28.81,33.42,0.087,0.075166,0.08,149291,3823,582,166273,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,25,28.6,33.4,0.098,0.079904,0.08,153495,3659,745,185378,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,40,28.35,33.44,0.096,,,140043,2812,405,216516,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,50,25.36,33.88,0.257,0.117808,0.12,168670,5777,1627,204894,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,60,24.63,34.03,0.3,,,171744,4432,1011,253981,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,65,23.79,34.12,0.31,,,168915,4874,1501,255294,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,70,23.09,34.19,0.481,0.141498,0.17,126396,3860,3792,260331,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,80,21.87,34.26,0.608,,,114278,3135,4194,316063,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,85,21.2,34.31,NA,,,72607,1181,3666,248050,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,100,19.65,34.45,0.103,10.9640376,0.81,10086,10,191,137978,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,125,18.04,34.53,0.161,12.0594632,0.88,7308,17,112,122503,224,1,0.087,28.81,56.50590134
Summer,LE09,2009/8/12,2009,8,12,22,118,18,3885,150,16.71,34.56,0.014,14.4066684,1.05,1096,10,24,113619,224,1,0.087,28.81,56.50590134
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,0,29.68,33.63,0.117,0.1099084,0.08,134160,3241,439,254673,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,25,29.69,33.63,0.113,0.1127512,0.08,136414,3121,534,273051,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,50,26.74,33.96,0.304,0.1032752,0.06,120296,2904,422,419610,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,75,22.59,34.32,0.228,4.5522572,0.39,49517,242,2825,241339,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,100,20.16,34.48,0.095,10.0303328,0.71,33512,85,854,141286,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,125,18.71,34.55,0.059,11.1731384,0.81,5977,24,180,138304,214,2,0.117,29.68,28.89665985
Summer,A0,2009/8/2,2009,8,2,11,116.01,19.9,1491,150,17.53,34.57,0.017,13.1033996,0.94,762,10,34,118871,214,2,0.117,29.68,28.89665985
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,0,29.28,33.53,0.076,0.1118036,0.08,112072,4575,449,306408,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,25,28.96,33.58,0.202,0.106118,0.08,150006,6849,878,324481,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,50,24.04,34.07,0.32,2.73097,0.25,101377,4439,4582,364115,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,55,23.35,34.13,0.683,,,62931,1988,4492,267491,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,75,20.99,34.36,0.229,7.814844,0.57,26146,140,1069,175231,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,100,18.77,34.5,0.092,11.794764,0.83,13126,31,398,152549,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,125,17.59,34.55,0.096,12.9764212,0.92,7353,770,551,140727,215,3,0.076,29.28,53.48300171
Summer,A1,2009/8/3,2009,8,3,5.75,115.73,20.19,743,150,16.47,34.57,0.024,13.7411344,0.99,414,64,39,96640,215,3,0.076,29.28,53.48300171
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,0,29.78,33.37,0.117,0.1326508,0.09,128901,3118,572,272183,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,25,29.72,33.37,0.1,0.1279128,0.09,154659,2665,660,303362,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,50,25.04,33.9,0.364,0.2207776,0.17,172537,5235,2291,416230,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,60,24,33.99,0.571,1.5862692,0.28,87601,2070,5188,391203,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,75,22.64,34.14,0.427,7.8442196,0.63,44578,82,1671,189245,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,100,19.73,34.39,0.07,12.3529004,0.92,10954,31,262,135600,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,125,17.77,34.53,0.028,13.6245796,1.02,2213,14,106,117672,213,4,0.117,29.78,24.86133003
Summer,A10,2009/8/1,2009,8,1,11.27,116.67,19.27,2848,150,16.49,34.56,0.005,14.329594,1.09,133,14,14,113608,213,4,0.117,29.78,24.86133003
Summer,A8,2009/8/6,2009,8,6,18.58,114.2,21.8,45,0,27.97,33.55,0.71,0.1402316,0.08,67511,126141,1675,449852,218,5,0.71,27.97,37.62174988
Summer,A8,2009/8/6,2009,8,6,18.58,114.2,21.8,45,25,24.36,34.18,1.56,2.1747288,0.22,68525,30319,3918,662321,218,5,0.71,27.97,37.62174988
Summer,A8,2009/8/6,2009,8,6,18.58,114.2,21.8,45,40,22.4,34.3,0.927,3.0588396,0.3,25281,10607,3006,753788,218,5,0.71,27.97,37.62174988
Summer,A9,2009/8/6,2009,8,6,16.07,114,22,33,0,28.55,31.53,1.707,1.4014872,0.08,0,34646,317,1156310,218,6,1.707,28.55,46.84291077
Summer,A9,2009/8/6,2009,8,6,16.07,114,22,33,15,28.02,32.14,1.198,1.319046,0.08,21629,37614,589,872462,218,6,1.707,28.55,46.84291077
Summer,A9,2009/8/6,2009,8,6,16.07,114,22,33,30,26.3,33.73,0.429,2.2268468,0.138,35136,21231,504,580743,218,6,1.707,28.55,46.84291077
Summer,A7,2009/8/6,2009,8,6,20.68,114.5,21.5,72,0,28.62,33.63,0.251,0.1326508,0.08,185285,18562,742,382114,218,7,0.251,28.62,55.06560135
Summer,A7,2009/8/6,2009,8,6,20.68,114.5,21.5,72,25,27.34,33.84,0.683,0.1610788,0.08,195211,40681,1385,366639,218,7,0.251,28.62,55.06560135
Summer,A7,2009/8/6,2009,8,6,20.68,114.5,21.5,72,50,23.11,34.25,0.7,1.281142,0.169,51897,29911,2437,548631,218,7,0.251,28.62,55.06560135
Summer,A7,2009/8/6,2009,8,6,20.68,114.5,21.5,72,68,21.63,34.35,0.327,5.8788972,0.478,17979,1654,2502,446660,218,7,0.251,28.62,55.06560135
Summer,A6,2009/8/7,2009,8,7,1.3,114.73,21.27,88,0,28.82,33.57,0.181,0.1354936,0.08,144917,7730,402,359458,219,8,0.181,28.82,55.06560135
Summer,A6,2009/8/7,2009,8,7,1.3,114.73,21.27,88,25,28.7,33.64,0.182,0.1373888,0.08,151844,6464,330,312006,219,8,0.181,28.82,55.06560135
Summer,A6,2009/8/7,2009,8,7,1.3,114.73,21.27,88,50,26.33,33.91,0.442,0.8063944,0.1,139072,15355,2070,488160,219,8,0.181,28.82,55.06560135
Summer,A6,2009/8/7,2009,8,7,1.3,114.73,21.27,88,75,21.96,34.31,0.24,5.2771712,0.43,14075,1334,1773,448098,219,8,0.181,28.82,55.06560135
Summer,A6,2009/8/7,2009,8,7,1.3,114.73,21.27,88,85,21.91,34.31,0.305,5.2970708,0.44,10889,977,1413,411169,219,8,0.181,28.82,55.06560135
Summer,A5,2009/8/7,2009,8,7,5.6,114.98,21,102,0,28.25,33.52,0.178,0.1430744,0.08,171757,10978,1307,332711,219,9,0.178,28.25,55.06560135
Summer,A5,2009/8/7,2009,8,7,5.6,114.98,21,102,25,28.24,33.59,0.257,0.1269652,0.08,170760,9902,1239,306053,219,9,0.178,28.25,55.06560135
Summer,A5,2009/8/7,2009,8,7,5.6,114.98,21,102,50,26.52,33.8,0.517,0.295638,0.08,86406,6924,4350,402693,219,9,0.178,28.25,55.06560135
Summer,A5,2009/8/7,2009,8,7,5.6,114.98,21,102,75,23.52,34.13,0.308,4.16,0.32,28954,888,1739,365457,219,9,0.178,28.25,55.06560135
Summer,A5,2009/8/7,2009,8,7,5.6,114.98,21,102,95,19.87,34.44,0.311,8.6,0.63,13646,191,603,275767,219,9,0.178,28.25,55.06560135
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,0,29.8,33.6,0.055,0.13,0.09,164071,3118,572,224697,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,25,28.94,33.71,0.202,0.13,0.11,190377,2832,1079,305813,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,50,24.44,34.06,0.187,0.42,0.17,185560,5269,2233,333965,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,75,21.82,34.32,0.409,6.16,0.53,55131,126,2311,249234,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,100,20.06,34.47,0.153,9.35,0.73,21033,27,528,155762,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,125,18.43,34.52,0.044,14.57,1.08,4214,14,106,131788,213,10,0.055,29.8,7.861629963
Summer,A11,2009/8/1,2009,8,1,5.05,117.33,18.63,3823,150,16.63,34.55,0.012,15.69,1.17,116,24,10,123891,213,10,0.055,29.8,7.861629963
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,0,29.33,33.5,0.106,0.1,0.08,135910,4034,556,207007,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,25,29.13,33.53,0.139,0.1,0.08,142917,4742,618,249035,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,50,25.82,33.92,0.538,0.24,0.08,111705,16369,6563,399258,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,60,24.19,34.09,0.554,,,47897,2130,3095,310401,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,75,22.51,34.24,0.218,4.94,0.389,27736,752,1676,226681,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,100,20.52,34.43,0.132,8.8,0.638,16301,132,672,162709,215,11,0.106,29.33,55.06560135
Summer,A4,2009/8/3,2009,8,3,12.5,115.24,20.75,157,125,17.28,34.58,NA,11.21,0.826,1951,100,110,159162,215,11,0.106,29.33,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,0,29.34,33.47,0.142,,NA,144706,5746,705,267236,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,25,29.35,33.47,0.139,0.11,0.08,148821,6188,841,268751,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,50,25.68,34.01,0.249,0.39,0.1,105730,5142,2125,212596,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,75,21.5,34.37,0.28,8.4,0.62,27479,350,2042,186999,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,100,18.46,34.5,0.108,11.53,0.83,11271,184,689,133505,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,125,17.1,34.55,0.026,13.04,0.93,1363,34,78,173915,215,12,0.142,29.34,55.06560135
Summer,A2,2009/8/3,2009,8,3,9.3,115.49,20.49,392,150,16.14,34.56,0.009,14.39,1.03,431,20,20,141595,215,12,0.142,29.34,55.06560135
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,0,29.45,33.42,0.032,0.093,0.08,68940,2495,331,128296,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,25,28.86,33.36,0.067,0.087,0.08,80310,3088,412,145574,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,50,28.55,33.45,0.121,0.091,0.09,63352,2762,706,160882,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,75,24.25,34.1,0.519,0.093,0.08,37871,1247,3811,154828,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,100,21.54,34.31,0.235,6.715,0.54,22994,186,870,123033,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,125,19.89,34.47,0.05,9.349,0.71,6634,20,191,106717,227,13,0.032,29.45,56.44400024
Summer,S606,2009/8/15,2009,8,15,16.3,118.65,21.85,1681,150,18.14,34.57,0.015,10.484,0.81,1591,37,34,86234,227,13,0.032,29.45,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,0,29.51,33.58,0.12,0.1,0.08,104392,6039,502,173432,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,25,28.84,33.55,0.215,0.083,0.08,123322,6747,657,180061,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,50,28.72,33.6,0.338,0.086,0.08,157813,7328,914,164675,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,75,27.94,33.73,0.463,0.141,0.08,123886,7321,2968,198460,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,100,23.91,34.27,0.311,3.115,0.31,34045,659,1306,191732,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,125,21.4,34.38,0.086,7.221,0.57,12659,78,326,131686,227,14,0.12,29.51,56.44400024
Summer,S608,2009/8/15,2009,8,15,11.8,119.23,21.27,3067,150,20.01,34.46,0.094,9.397,0.72,9218,54,358,214777,227,14,0.12,29.51,56.44400024
Summer,S602,2009/8/16,2009,8,16,4.5,117.45,23.05,43,0,27.3,32.74,0.353,0.95,0.13,22967,84581,8801,466333,228,15,0.353,27.3,56.60866165
Summer,S602,2009/8/16,2009,8,16,4.5,117.45,23.05,43,15,24.25,34.03,0.271,2.421,0.24,14357,24452,8620,396830,228,15,0.353,27.3,56.60866165
Summer,S602,2009/8/16,2009,8,16,4.5,117.45,23.05,43,38,24.16,34.05,0.422,2.455,0.25,15315,37094,8622,417743,228,15,0.353,27.3,56.60866165
Summer,S603,2009/8/16,2009,8,16,1.75,117.75,22.75,34,0,28.45,32.4,0.221,0.124,0.08,9789,89035,3664,411560,228,16,0.221,28.45,56.60866165
Summer,S603,2009/8/16,2009,8,16,1.75,117.75,22.75,34,15,26.29,33.24,0.729,1.363,0.12,15114,57879,24511,519625,228,16,0.221,28.45,56.60866165
Summer,S603,2009/8/16,2009,8,16,1.75,117.75,22.75,34,25,25.78,33.41,0.61,1.139,0.11,15813,49603,25001,481270,228,16,0.221,28.45,56.60866165
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,0,29.53,32.98,0.121,0.079,0.08,150345,24408,694,360834,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,25,28.99,33.4,0.213,0.106,0.08,129354,21146,1524,299913,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,50,25.04,34,0.641,5.799,0.46,77462,17136,6294,302433,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,75,20.33,34.35,0.129,8.522,0.65,12666,1458,1022,167570,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,100,18.35,34.52,0.033,11.512,0.84,3936,76,110,94083,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,125,17.57,34.57,0.005,11.306,0.84,1110,64,22,89883,227,17,0.121,29.53,56.89099884
Summer,S605,2009/8/15,2009,8,15,20.38,118.35,22.15,479,150,16.88,34.57,0.011,11.877524,0.9,1154,96,59,105388,227,17,0.121,29.53,56.89099884
Summer,S604,2009/8/15,2009,8,15,23.17,118.05,22.45,51,0,29.25,32.53,0.39,0.14,0.08,33199,260950,4142,471051,227,18,0.39,29.25,56.60866165
Summer,S604,2009/8/15,2009,8,15,23.17,118.05,22.45,51,15,26.74,33.01,2.54,0.66,0.08,10039,178675,18592,745261,227,18,0.39,29.25,56.60866165
Summer,S604,2009/8/15,2009,8,15,23.17,118.05,22.45,51,30,22.37,34.08,0.844,6.56,0.48,5573,35741,4328,568738,227,18,0.39,29.25,56.60866165
Summer,S604,2009/8/15,2009,8,15,23.17,118.05,22.45,51,48,21.56,34.18,0.222,6.81,0.5,7821,21729,3657,499269,227,18,0.39,29.25,56.60866165
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,0,28.88,33.39,0.143,0.1,0.08,170876,9821,909,268631,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,25,28.42,33.34,0.113,0.08,0.08,204330,9779,1064,197266,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,50,28.17,33.4,0.319,0.09,0.08,209950,11227,1814,195638,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,75,26.07,33.89,0.466,0.35,0.12,76030,2478,4554,228108,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,100,22.37,34.27,0.122,4.02,0.37,11048,120,615,142299,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,125,20.81,34.41,0.076,6.97,0.56,7014,64,412,139066,223,19,0.143,28.88,39.92515945
Summer,E401,2009/8/11,2009,8,11,6.33,119.97,21.5,2980,150,18.38,34.57,0.029,8.77,0.68,2686,42,132,109579,223,19,0.143,28.88,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,0,29.53,33.37,0.113,0.08,0.08,103561,8372,672,200769,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,25,28.83,33.36,0.164,0.09,0.08,110960,11882,963,174926,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,50,28.59,33.52,0.481,0.09,0.08,87089,16881,4326,205589,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,75,26.8,34.26,0.467,0.69,0.15,39277,4838,2711,182246,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,100,24.26,34.63,0.197,2.29,0.27,19859,819,873,156644,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,125,22.24,34.68,0.088,6.41,0.54,9424,223,284,116695,226,20,0.113,29.53,39.92515945
Summer,E402,2009/8/14,2009,8,14,20,120.01,21,3635,150,20.84,34.59,0.043,9.87,0.77,5196,142,125,109397,226,20,0.113,29.53,39.92515945
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,0,29.38,33.24,0.087,0.08,0.08,118080,11350,944,217776,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,25,28.91,33.26,0.2,0.09,0.09,109308,12389,1108,210037,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,50,28.85,33.26,0.268,0.09,0.1,109877,12404,1169,198837,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,75,27.81,33.76,0.115,3.29,0.36,50661,5518,3312,312183,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,100,23.94,34.56,0.518,0.54,0.15,15759,456,686,144553,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,125,21.7,34.73,0.074,4.41,0.43,7611,259,214,127483,226,21,0.087,29.38,30.19638062
Summer,E403,2009/8/14,2009,8,14,14,120.01,20.5,3414,150,19.6634,34.6692,0.022,,NA,1944,71,78,113300,226,21,0.087,29.38,30.19638062
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,0,29.35,33.32,0.132,0.08,0.08,145235,19536,1047,222585,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,25,29.01,33.32,0.159,0.09,0.09,145225,18350,1223,255257,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,50,28.86,33.32,0.293,0.09,0.08,144625,24783,1600,205406,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,75,28.76,33.46,0.412,0.18,0.1,67198,11948,2799,253448,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,100,27.56,34.08,0.19,0.87,0.17,18323,2211,1323,225505,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,125,24.761,34.5319,0.096,3.06,0.34,9100,333,422,142297,226,22,0.132,29.35,30.68181992
Summer,E404,2009/8/14,2009,8,14,5.42,120.01,19.99,3620,150,21.2979,34.6401,0.039,5.75,0.53,2919,100,93,118884,226,22,0.132,29.35,30.68181992
Summer,S601,2009/8/16,2009,8,16,6.92,117.21,23.31,31,0,25.31,33.39,3.71,1.15,0.14,0,84871,6473,1483999,228,23,3.71,25.31,56.60866165
Summer,S601,2009/8/16,2009,8,16,6.92,117.21,23.31,31,15,22.98,34.14,1.638,2.64,0.34,0,20960,2752,749693,228,23,3.71,25.31,56.60866165
Summer,S601,2009/8/16,2009,8,16,6.92,117.21,23.31,31,25,22.97,34.13,2.329,2.63,0.32,0,29293,3245,948494,228,23,3.71,25.31,56.60866165
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,0,29.61,33.54,0.184,0.15,0.08,139032,5446,674,235745,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,25,29.51,33.54,0.162,0.12,0.08,137966,4478,713,293980,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,50,24.68,34.01,0.545,0.79,0.16,103313,7453,6495,416679,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,55,24.2,33.98,0.741,2.7,0.28,99174,6306,6012,365806,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,75,21.28,34.29,0.299,9.23,0.65,36966,137,1591,147120,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,100,18.64,34.51,0.046,12.75,0.88,4637,64,211,108546,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,125,17.49,34.54,0.023,,,1272,69,64,111725,203,24,0.184,29.61,35.69289017
Summer,LE04,2009/7/22,2009,7,22,11,113.01,18.01,2053,150,16.03,34.56,0.013,16.66,1.14,225,25,27,109447,203,24,0.184,29.61,35.69289017
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,0,29.64,33.25,0.09,0.08,0.08,145024,3338,703,238005,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,25,29.4,33.63,0.099,0.07,0.08,170043,2093,882,258126,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,50,25.4,34.04,0.203,0.07,0.08,201602,3218,988,314647,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,75,22.7,34.3,0.376,3.64,0.31,63877,299,3242,244413,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,100,19.93,34.52,0.083,8.81,0.61,15938,25,343,135194,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,125,17.94,34.59,0.031,,,1951,17,91,138477,203,25,0.09,29.64,52.05170822
Summer,LE05,2009/7/22,2009,7,22,21.9,114,18,3238,150,16.7349,34.5687,0.004,12.7,0.88,180,20,24,136879,203,25,0.09,29.64,52.05170822
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,0,29.97,33.53,0.058,0.03,0.08,130069,3860,554,300499,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,25,29.67,33.54,0.092,0.06,0.08,122785,3240,502,307243,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,50,26.87,33.76,0.27,0.35,0.08,74108,3428,2863,368621,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,75,21.96,34.27,0.142,5.67,0.36,31892,228,2066,191054,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,100,19.59,34.5,0.105,9.01,0.57,13612,10,286,121773,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,125,18.24,34.55,0.035,10.91,0.7,4224,3,119,152843,204,26,0.058,29.97,56.56100082
Summer,E504,2009/7/23,2009,7,23,15.62,112.72,18.91,375,150,16.65,34.58,0.012,12.46,0.82,568,10,27,119693,204,26,0.058,29.97,56.56100082
Summer,E505,2009/7/23,2009,7,23,7.75,113.16,18.64,1473,0,29.68,33.53,0.139,0.07,0.08,136973,3637,642,304838,204,27,0.139,29.68,56.66149902
Summer,E505,2009/7/23,2009,7,23,7.75,113.16,18.64,1473,25,29.68,33.53,0.136,0.07,0.08,140579,3546,659,301206,204,27,0.139,29.68,56.66149902
