Name,Latitude,Longitude,Bot_Depth,Chl_su,PAR_su,SST_su,Chl_au,PAR_au,SST_au,Chl_win,PAR_win,SST_win,Chl_sp,PAR_sp,SST_sp
St1,11.958333,110.041664,-1793,0.214780003,46.77510834,29.02111816,0.155139998,35.4529686,27.47773743,0.159229994,37.76448822,26.22553253,0.119099997,48.5489502,29.16168785
St2,11.958333,110.208336,-2193,0.214980006,46.65739822,28.90780449,0.141139999,35.40671158,27.54515266,0.128079996,37.74057007,26.45072746,0.112350002,48.65682983,29.16670799
St3,11.958333,110.375,-2492,0.216389999,46.42900848,28.8511467,0.139620006,35.3098793,27.84780502,0.13064,37.91790009,26.47798157,0.103030004,48.60889053,29.16097069
St4,11.958333,110.625,-2592,0.198630005,45.83855057,28.84469223,0.122780003,35.35263062,27.86429977,0.129280001,38.74695969,26.60922623,0.105889998,48.09307098,29.17101097
St5,11.958333,110.791664,-2442,0.194069996,45.83475876,28.67113304,0.146699995,35.48508072,28.06941414,0.131300002,38.92031097,26.62930679,0.099490002,48.14743042,29.16814232
St6,11.958333,111.041664,-2619,0.209040001,45.3768692,28.79377174,0.132650003,35.64994049,27.99984741,0.122769997,39.064991,26.66301537,0.098350003,48.20586014,29.16240501
St7,11.958333,111.208336,-2542,0.218199998,44.39326859,28.75934601,0.140080005,35.22909927,28.09164619,0.119709998,39.00479126,26.76198578,0.09008,47.90343857,29.13013077
St8,11.958333,111.375,-3006,0.199129999,43.81663132,28.77010345,0.144229993,35.72103119,28.05722237,0.118809998,39.19478989,26.80932045,0.091349997,48.03556824,29.16885948
St9,11.958333,111.625,-3066,0.199220002,43.28760147,28.80883217,0.137759998,36.09524155,28.20352745,0.118409999,39.33543015,26.90757561,0.098990001,48.2404213,29.19539452
St10,11.958333,111.791664,-3996,0.197469994,42.89794159,28.79735756,0.163340002,35.89448929,28.2006588,0.112949997,39.47613907,26.92980766,0.102289997,48.09788132,29.18894005
St11,11.958333,112.041664,-4193,0.195329994,42.93981934,28.81241798,0.149499997,35.96800995,28.25875092,0.110129997,39.43598938,27.03595161,0.095009997,47.34022141,29.18248558
St12,11.958333,112.208336,-4211,0.187539995,42.39947128,28.90565109,0.150150001,36.13624954,28.29532814,0.11372,39.03366089,27.03595161,0.091349997,47.41044998,29.28576088
St13,11.958333,112.375,-4118,0.168180004,42.08034134,28.89417648,0.119350001,36.29521942,28.4323101,0.115529999,39.25696182,27.05388069,0.088950001,47.44786835,29.3008213
St14,11.958333,112.625,-4227,0.16708,41.93529892,28.95083427,0.115999997,36.18529892,28.43804741,0.121849999,38.82189178,27.06320381,0.087980002,47.12736893,29.31731606
St15,11.958333,112.791664,-4223,0.1611,41.86021042,29.01896667,0.11603,35.7996788,28.44737053,0.120300002,39.16989899,27.17293358,0.084250003,47.14638138,29.42202568
St16,11.958333,113.041664,-4229,0.157230005,41.89439011,29.08709908,0.118830003,36.09915924,28.44091606,0.116010003,39.50014114,27.18010521,0.079130001,47.20676041,29.36751938
St17,11.958333,113.208336,-4229,0.150629997,41.79003143,29.10503006,0.113789998,35.82086182,28.4323101,0.117009997,39.51015854,27.20448875,0.078340001,47.15052032,29.45788383
St18,11.958333,113.375,-4248,0.145060003,41.00951004,29.22408295,0.120109998,35.77996063,28.45095634,0.109750003,39.28057861,27.21739769,0.078560002,47.03139877,29.46075249
St19,11.958333,113.625,-4245,0.135690004,40.88565826,29.24129486,0.118160002,35.73616028,28.32258034,0.107309997,39.38777924,27.21381187,0.079230003,47.22465897,29.51956177
St20,11.958333,113.791664,-4235,0.149079993,40.58916092,29.15164566,0.121119998,36.09442902,28.43589592,0.107409999,39.75587845,27.24536896,0.078500003,47.40478897,29.53820992
St21,11.958333,114.041664,-4230,0.14892,40.4625206,29.04550362,0.11332,36.48368073,28.5355854,0.111220002,39.47837067,27.24393463,0.08162,47.54236984,29.54251289
St22,11.958333,114.208336,-4216,0.148220003,40.29602051,29.08781624,0.121540003,36.31975937,28.53917122,0.115400001,39.80397034,27.29270363,0.079049997,47.63977051,29.4643383
St23,11.958333,114.375,-4207,0.123599999,39.83721161,29.16670799,0.114330001,36.26047897,28.58650398,0.115680002,39.92914963,27.35796738,0.079889998,47.41703033,29.43995476
St24,11.958333,114.625,-4201,0.116939999,39.38661957,29.19324303,0.117219999,36.51039886,28.69408226,0.120059997,39.44020844,27.42251396,0.080320001,47.80015945,29.39692307
St25,11.958333,114.791664,-4179,0.11101,39.20095062,29.26926422,0.1175,36.45970154,28.65965843,0.126310006,39.71815109,27.48347473,0.081200004,47.79462814,29.40481186
St26,11.958333,115.041664,-4120,0.108290002,39.66170883,29.246315,0.115989998,36.51519012,28.75289154,0.112039998,39.60842133,27.4763031,0.078950003,47.37231827,29.4994812
St27,11.958333,115.208336,-4162,0.100639999,39.37675095,29.34241676,0.105590001,36.85200882,28.84397316,0.116329998,39.89554977,27.52076721,0.082269996,47.27426147,29.51382446
St28,11.958333,115.375,-4293,0.097220004,39.41585159,29.28862953,0.107940003,37.11898041,28.84827805,0.117550001,39.69369125,27.59965897,0.080969997,46.87210083,29.43708611
St29,11.958333,115.625,-4369,0.088529997,39.04449081,29.43350029,0.107270002,37.3098793,28.80811501,0.123300001,40.07780838,27.58603096,0.08072,47.13402939,29.51525879
St30,11.958333,115.791664,-4177,0.093110003,38.73754883,29.33381081,0.114440002,37.78839111,28.75074005,0.123389997,40.22692108,27.60826492,0.077650003,46.7862587,29.6084938
St31,11.958333,116.041664,-4041,0.091410004,38.68635941,29.68666649,0.117650002,38.04911041,28.75647736,0.118160002,40.18835831,27.68500328,0.086709999,46.66794968,29.55183601
St32,11.958333,116.208336,-2825,0.091729999,38.80643845,29.57263374,0.108999997,38.03651047,28.84038734,0.119850002,40.25716019,27.67998314,0.097860001,46.20703888,29.52458191
St33,11.958333,116.375,-2534,0.089539997,38.99103928,29.65367508,0.106349997,38.19075012,28.85186386,0.122450002,41.10570908,27.71942711,0.085709997,46.26541901,29.59199715
St34,11.958333,116.625,-2661,0.09499,38.86524963,29.75121307,0.105640002,38.51580048,28.89130783,0.131840006,41.13650894,27.81266212,0.093790002,46.36317825,29.55757332
St35,11.958333,116.791664,-873,0.093709998,38.69419861,29.70602989,0.110100001,38.58945847,28.95585442,0.136260003,41.47145844,27.7567215,0.1021,46.39120102,29.60132217
St36,11.958333,117.041664,-327,0.102049999,38.41540146,29.70531273,0.115840003,38.96952057,28.9329052,0.132039994,41.2784996,27.8169651,0.101640001,46.2154007,29.59271431
St37,11.958333,117.208336,-858,0.093939997,38.30072021,29.72682953,0.105499998,38.78676987,28.94222832,0.127130002,41.45544815,27.8305912,0.102499999,46.00215912,29.60921097
St38,11.958333,117.375,-3186,0.099770002,38.43246841,29.68379784,0.101709999,38.59104156,28.98956299,0.119570002,41.80828857,27.87792587,0.10035,46.13711929,29.62929153
St39,11.958333,117.625,-3374,0.09567,38.67412949,29.68308067,0.094719999,38.20103836,28.99960327,0.11248,41.98125839,27.89944077,0.097199999,45.96757889,29.69742393
St40,11.958333,117.791664,-3155,0.095169999,39.21979141,29.7877903,0.096000001,38.76993942,29.020401,0.110720001,42.4604187,27.93530083,0.08963,45.7050209,29.79998207
St41,11.958333,118.041664,-2939,0.094920002,38.84701157,29.81217384,0.090510003,39.53538132,29.07992744,0.112559997,42.77809906,28.0371418,0.089129999,46.30263901,29.73256683
St42,11.958333,118.208336,-2790,0.090230003,38.92911148,30.0115509,0.090259999,39.42705154,29.16383934,0.116230004,43.16905975,28.08662605,0.091279998,46.83993149,29.94126701
St43,11.958333,118.375,-2229,0.087779999,39.49295044,29.83153725,0.089570001,39.75352097,29.15810204,0.119860001,43.27362061,28.1461525,0.089560002,47.39118958,29.92118645
St44,11.958333,118.625,-2319,0.102310002,39.6263504,29.80069923,0.088830002,40.07479095,29.27069855,0.123070002,43.71385956,28.25659943,0.096709996,47.82865906,29.96636772
St45,11.958333,118.791664,-1485,0.095550001,39.46757889,29.91903496,0.09121,40.51229095,29.32018471,0.125740007,44.01266861,28.32042885,0.103309996,47.92692184,30.01083374
St46,11.958333,119.041664,-1026,0.100060001,39.11045074,30.19945335,0.102509998,40.33245087,29.52745056,0.1417,44.08557129,28.44665337,0.125220001,48.34954071,30.10335159
St47,11.958333,119.208336,-453,0.10712,39.4645195,30.1478157,0.112999998,40.31851959,29.55542183,0.175349995,44.19182968,28.51191711,0.167569995,48.51448822,30.15140152
St48,11.958333,119.375,-251,0.134519994,39.12353897,30.26256561,0.134819999,39.95175934,29.72252655,0.203529999,44.45978165,28.57933235,0.176799998,48.12073135,30.21738243
St49,11.958333,119.625,-63,0.158749998,37.92467117,30.13920975,0.162049994,39.13093185,29.70746422,0.250290006,43.9575882,28.41079521,0.206609994,47.07564926,29.86596298
St50,11.958333,119.791664,-10,0.227259994,37.02217102,29.95847893,0.260060012,37.84482956,29.57335091,0.409489989,43.0909996,28.16193199,0.313980013,45.30577087,29.56331062
St51,11.958333,120.041664,-10,,36.60520935,30.35580063,,37.77249146,29.8014164,,42.41416168,28.57072639,,46.07801056,30.10550308
St52,11.958333,120.208336,-10,,37.37636185,31.15474319,,36.97737885,30.42608452,,40.60245132,29.01609802,,45.09215164,30.21881676
St53,11.958333,120.375,-48,0.233390003,39.29904938,30.29770851,0.223810002,39.75112152,29.58267403,0.321260005,44.18772125,28.05220222,0.192770004,48.40795135,29.40624619
St54,11.958333,120.625,-202,0.149399996,40.88624954,30.21809959,0.153689995,40.57072067,29.42274284,0.27689001,44.17271042,27.82772255,0.179989994,49.02986908,29.35102463
St55,11.958333,120.791664,-289,0.139699996,40.71529007,30.16861534,0.156489998,40.46414185,29.3280735,0.26019001,44.05688858,27.77967072,0.175819993,48.96805954,29.2678299
St56,11.958333,121.041664,-478,0.148379996,41.18984985,29.99649048,0.291909993,40.50154877,28.92645073,0.419589996,43.40005112,27.20305443,0.209069997,49.01330948,29.08064461
St57,12.208333,110.041664,-1909,0.181219995,47.11035156,29.20328331,0.156650007,34.82759094,27.5637989,0.142529994,37.96044159,26.20903587,0.123719998,49.15494156,29.16312218
St58,12.208333,110.208336,-2318,0.174250007,47.09434891,29.16670799,0.151319996,35.16024017,27.62691116,0.129869998,37.86087036,26.41415215,0.117200002,48.70610809,29.11722183
St59,12.208333,110.375,-2594,0.182429999,46.6838913,28.99171448,0.143570006,35.45227051,27.72731781,0.126589999,37.9969101,26.41415215,0.105719998,48.59534073,29.16097069
St60,12.208333,110.625,-2560,0.173720002,46.01155853,28.92071342,0.125200003,35.45877838,27.91737175,0.118519999,38.46660995,26.52531433,0.102959998,48.37443161,29.17101097
St61,12.208333,110.791664,-2669,0.172869995,45.78733063,28.87194443,0.131779999,35.57648087,27.9145031,0.122900002,38.70151138,26.57695198,0.097230002,48.52576065,29.10718155
St62,12.208333,111.041664,-2772,0.187639996,45.30265045,28.81815529,0.122720003,35.72114182,27.96972656,0.123259999,39.04566956,26.64795303,0.092399999,48.50683975,29.19467735
St63,12.208333,111.208336,-2687,0.18908,45.13999939,28.81528664,0.139109999,36.01863098,28.00343323,0.118129998,38.82421112,26.72182465,0.091389999,48.25329971,29.13443375
St64,12.208333,111.375,-2890,0.188749999,44.45529938,28.78014374,0.128670007,35.91241074,27.94605827,0.115950003,39.32249069,26.75337982,0.097620003,47.7684288,29.19324303
St65,12.208333,111.625,-3484,0.190819994,44.03739929,28.84540939,0.134110004,36.20615005,28.07156563,0.118199997,39.40790939,26.81290627,0.094870001,47.8672905,29.20400047
St66,12.208333,111.791664,-3977,0.191249996,43.79156113,28.856884,0.142890006,36.64239883,28.15906334,0.110289998,39.37141037,26.8939476,0.09589,47.48427963,29.23412323
St67,12.208333,112.041664,-4048,0.179199994,43.10134125,28.88055038,0.16178,36.27499008,28.24512482,0.113140002,39.6803093,27.01371765,0.098839998,47.45775986,29.20902061
St68,12.208333,112.208336,-4192,0.172659993,42.49145126,28.80811501,0.141200006,35.96615982,28.26520538,0.117069997,39.58929062,27.04097176,0.090429999,47.57069016,29.23053741
St69,12.208333,112.375,-4179,0.173040003,42.24557114,28.90636826,0.129209995,36.47346115,28.28887367,0.116460003,39.38883972,27.04384041,0.090999998,47.48379135,29.3574791
St70,12.208333,112.625,-4169,0.179000005,42.15085983,28.93935966,0.120559998,36.20919037,28.37134933,0.118639998,39.37923813,27.08328438,0.083360001,46.67533875,29.35245895
St71,12.208333,112.791664,-4222,0.183489993,41.81415176,29.01179504,0.13707,36.29428101,28.35055161,0.117009997,39.05067062,27.11053848,0.081090003,46.90784836,29.38759995
St72,12.208333,113.041664,-4166,0.151800007,41.90671158,29.09714127,0.117470004,36.06790161,28.40577316,0.119599998,39.26784134,27.12273026,0.080179997,47.33283997,29.42919731
St73,12.208333,113.208336,-4227,0.145199999,41.66646957,29.13658524,0.110979997,36.08576965,28.42513847,0.118419997,39.27170181,27.1334877,0.080600001,47.41326904,29.4313488
St74,12.208333,113.375,-4242,0.135340005,41.44387817,29.19682884,0.107699998,35.58911133,28.33477211,0.111570001,39.65676117,27.15787315,0.078960001,47.28023148,29.44784355
St75,12.208333,113.625,-4242,0.14057,41.17715836,29.18678856,0.111780003,35.75511932,28.33405495,0.104610004,39.46733856,27.20807457,0.079889998,47.45730972,29.51525879
St76,12.208333,113.791664,-4240,0.126479998,40.97869873,29.16168785,0.118019998,35.96831131,28.40003586,0.10266,39.50257111,27.24321747,0.081029996,47.75759888,29.4449749
St77,12.208333,114.041664,-4245,0.128169999,40.66473007,29.16025352,0.11767,36.22758102,28.55638313,0.104500003,39.6703186,27.21811485,0.077689998,47.73139954,29.49732971
St78,12.208333,114.208336,-4232,0.126190007,40.38137817,29.18463707,0.123980001,36.55327988,28.52267456,0.099140003,39.23960114,27.28266335,0.077930003,47.8198204,29.52960205
St79,12.208333,114.375,-4239,0.110809997,39.88055038,29.25276947,0.123159997,36.79188156,28.57287788,0.104060002,39.01773071,27.32354164,0.075740002,47.29347992,29.49517822
St80,12.208333,114.625,-4243,0.108319998,40.27262115,29.30368996,0.108850002,36.34889984,28.65822411,0.103459999,39.27595901,27.38737106,0.076410003,47.58768845,29.47294617
St81,12.208333,114.791664,-4214,0.119609997,40.00111008,29.20328331,0.112039998,36.51948166,28.63025284,0.107340001,39.52733994,27.42323112,0.080710001,47.33081818,29.47653198
St82,12.208333,115.041664,-4217,0.107969999,39.92675018,29.29221535,0.108609997,36.84098053,28.67328453,0.106859997,39.58980179,27.44618034,0.07959,48.24449158,29.43421745
St83,12.208333,115.208336,-4218,0.106020004,39.91833878,29.36465073,0.10407,36.78572845,28.69838524,0.108560003,39.70830917,27.46410942,0.082989998,47.73368835,29.48944092
St84,12.208333,115.375,-4239,0.099959999,39.64374924,29.47653198,0.105669998,36.97237015,28.77225494,0.111340001,39.73690033,27.51216125,0.080300003,47.47930908,29.54968452
St85,12.208333,115.625,-4239,0.097929999,39.3747406,29.42130852,0.109949999,37.17166138,28.77297211,0.115939997,39.92475891,27.5580616,0.080569997,47.2788887,29.50665283
St86,12.208333,115.791664,-4144,0.096859999,39.13636017,29.59917068,0.108209997,37.24349976,28.7751236,0.111539997,40.18122101,27.55160713,0.078160003,47.2700119,29.51239014
St87,12.208333,116.041664,-4160,0.085069999,39.31246185,29.69240379,0.110930003,37.7218895,28.79592323,0.112470001,40.35229111,27.60181046,0.079240002,46.66801071,29.58052254
St88,12.208333,116.208336,-3653,0.086949997,39.11201859,29.57765388,0.11112,38.35113144,28.83895302,0.108750001,40.37701035,27.60826492,0.083769999,46.32588959,29.55613899
St89,12.208333,116.375,-3298,0.091590002,39.36940002,29.62427139,0.11124,38.37916946,28.86835861,0.109990001,40.91342926,27.66205406,0.083930001,46.18954849,29.53031921
St90,12.208333,116.625,-3049,0.089769997,38.82175827,29.74188995,0.10148,38.39794922,28.91999626,0.112800002,40.84730148,27.7079525,0.09127,46.57138824,29.5131073
St91,12.208333,116.791664,-2679,0.092880003,38.73192978,29.73471832,0.106389999,38.54824829,28.88843918,0.113920003,41.12969971,27.73233795,0.08822,46.38811111,29.59988785
St92,12.208333,117.041664,-2970,0.092569999,38.27259827,29.67160606,0.102629997,39.13330841,28.87624741,0.114840001,41.253479,27.70078087,0.090489998,46.28710938,29.62283707
St93,12.208333,117.208336,-3333,0.085919999,38.72177124,29.67949486,0.096770003,39.15372849,28.90852165,0.110380001,41.524189,27.7079525,0.09008,46.26305008,29.60777664
St94,12.208333,117.375,-3584,0.09465,38.59751892,29.75981903,0.096830003,38.61112976,28.90923882,0.109250002,41.92816162,27.76532745,0.092270002,45.99055862,29.6436348
St95,12.208333,117.625,-3586,0.100089997,39.12022018,29.69240379,0.09499,38.75230026,28.98454285,0.111740001,42.27550125,27.84852219,0.090159997,45.98543167,29.62068558
St96,12.208333,117.791664,-3357,0.096799999,38.86539078,29.77057648,0.094410002,39.16759872,29.00462341,0.109690003,42.54005814,27.85856247,0.088200003,46.37606812,29.74547577
St97,12.208333,118.041664,-3103,0.096660003,38.54421997,29.88174057,0.091030002,39.72293854,29.07992744,0.108329996,42.80289841,27.94032097,0.088679999,46.62276077,29.78133392
St98,12.208333,118.208336,-2851,0.092430003,38.56793976,29.92620659,0.092409998,39.85071182,29.05912971,0.107639998,43.00592041,28.01419067,0.086549997,46.91212082,29.77416229
St99,12.208333,118.375,-2417,0.096359998,39.0130806,29.90684128,0.093039997,39.81650162,29.06701851,0.109909996,43.40945816,28.05291939,0.086939998,47.39039993,29.7935276
St100,12.208333,118.625,-2919,0.096210003,39.20896149,29.96995544,0.090460002,40.39962006,29.17889977,0.115290001,43.77067947,28.18201256,0.092189997,47.63412857,29.95274162
St101,12.208333,118.791664,-1395,0.099809997,39.54613876,30.0058136,0.091049999,40.3091507,29.25348663,0.116810001,43.75185013,28.26448822,0.098049998,47.70676041,30.02087402
St102,12.208333,119.041664,-1072,0.09725,39.11828995,30.02087402,0.093010001,40.51002884,29.47653198,0.128450006,44.02500916,28.46458244,0.114629999,48.31663132,30.19945335
St103,12.208333,119.208336,-707,0.102240004,39.26676178,30.05314827,0.097209997,40.48192978,29.53892708,0.144960001,44.33488846,28.56714058,0.127790004,48.76633835,30.33069801
St104,12.208333,119.375,-1058,0.106660001,38.76242828,30.04597664,0.105250001,40.0237999,29.66945457,0.162239999,44.4020195,28.62164688,0.143079996,48.35292816,30.37301254
St105,12.208333,119.625,-131,0.146479994,38.14863968,30.14638138,0.145510003,39.18534088,29.64076614,0.202059999,44.13203049,28.49829102,0.180480003,46.97922134,30.09617996
St106,12.208333,119.791664,-5,0.277889997,36.68815994,30.0330677,0.215650007,38.61756134,29.55542183,0.273099989,42.83893967,28.3448143,0.231529996,44.27212906,29.78205109
St107,12.208333,120.041664,198,0.240710005,35.08641815,30.4361248,,39.09576035,30.14136124,,43.64249039,28.96159172,,44.30912018,30.47413635
St108,12.208333,120.208336,-10,0.206540003,36.90673828,30.48632813,0.197809994,39.6699791,30.02159119,0.27737999,43.97537994,28.79090309,0.20837,46.65853119,30.06175423
St109,12.208333,120.375,-21,0.194030002,38.20550919,30.30129433,0.225610003,39.99654007,29.80930519,0.297010005,44.30410004,28.58076668,0.246669993,48.38476944,29.73471832
St110,12.208333,120.625,-224,0.145779997,40.07727051,30.45477104,0.126870006,40.83409119,29.70244408,0.19912,44.52785873,28.44737053,0.161850005,49.42131042,29.74834442
St111,12.208333,120.791664,-494,0.143150002,40.0026207,30.27547455,0.125090003,40.75534821,29.56904793,0.180570006,44.16001129,28.30751991,0.166989997,49.23175049,29.58195686
St112,12.208333,121.041664,-292,,38.5790596,30.15642166,0.664359987,37.67063141,29.37325668,0.828209996,41.90988922,27.52005005,0.172580004,47.37282181,29.13586807
St113,12.375,110.041664,-1935,0.164240003,46.70584106,29.35963058,0.151160002,34.55099106,27.52937317,0.14779,37.53479004,26.20114708,0.126829997,49.19701004,29.15810204
St114,12.375,110.208336,-2391,0.180219993,46.61883926,29.13084793,0.148550004,35.23733902,27.67783165,0.119759999,37.71514893,26.36896896,0.117080003,49.03596878,29.16383934
St115,12.375,110.375,-2600,0.167439997,46.72201157,29.0749073,0.153229997,35.21886826,27.67998314,0.115390003,37.96992874,26.42562675,0.11112,48.67391968,29.15451431
St116,12.375,110.625,-2589,0.176809996,46.12065887,28.97235107,0.127269998,35.48913956,27.86071396,0.123149998,38.30324173,26.56476021,0.104790002,48.49908066,29.1724453
St117,12.375,110.791664,-2308,0.188490003,46.01351166,28.89130783,0.130950004,35.68701935,27.93099785,0.114490002,38.57223892,26.59416389,0.096259996,48.63529968,29.08566475
St118,12.375,111.041664,-2301,0.181470007,45.53458023,28.82819557,0.127849996,35.95766068,27.91306877,0.118450001,38.66942978,26.71106529,0.089680001,48.46384811,29.10287857
St119,12.375,111.208336,-2115,0.187959999,45.65750885,28.843256,0.133739993,35.8595314,27.99267578,0.117969997,38.76705933,26.63647842,0.092320003,48.09790039,29.1566658
St120,12.375,111.375,-2435,0.183280006,45.20011139,28.80452919,0.121710002,36.30432129,27.89370346,0.117859997,39.11484146,26.71751976,0.093950003,48.08678818,29.1566658
St121,12.375,111.625,-2606,0.187230006,44.2010994,28.87624741,0.151759997,36.28702164,27.9883728,0.114629999,39.41730881,26.84087563,0.093709998,47.52383041,29.2111721
St122,12.375,111.791664,-3226,0.170929998,44.10026169,28.89704514,0.133670002,36.49784088,28.13396072,0.117219999,39.55548096,26.87028122,0.096699998,47.56809998,29.16240501
St123,12.375,112.041664,-3959,0.171059996,43.54027939,28.87122726,0.158360004,36.05099106,28.1676693,0.111660004,39.59505844,26.98431396,0.101839997,47.80467987,29.13013077
St124,12.375,112.208336,-3994,0.16979,43.29603958,28.90565109,0.140090004,36.01255035,28.17842674,0.113159999,39.82595825,26.97499084,0.09409,48.01696014,29.2405777
St125,12.375,112.375,-4199,0.174659997,42.29262161,28.95083427,0.130569994,35.87866974,28.24369049,0.114490002,39.3821106,27.04025459,0.088950001,47.42116165,29.35245895
St126,12.375,112.625,-4251,0.181470007,42.50645065,29.02685547,0.124629997,36.13708115,28.3369236,0.109760001,39.3396492,27.08041573,0.086499996,46.69892883,29.39190292
St127,12.375,112.791664,-4228,0.155059993,41.77120972,29.06343269,0.128419995,36.56364059,28.35557175,0.109350003,39.42845917,27.04742622,0.087379999,46.94261169,29.36393356
St128,12.375,113.041664,-4198,0.142580003,42.20475006,29.18463707,0.123680003,36.264431,28.3778038,0.118150003,39.59355164,27.10695267,0.081150003,46.97264862,29.43636894
St129,12.375,113.208336,-4201,0.131919995,42.03057861,29.13801956,0.12647,36.05606842,28.39429855,0.11231,39.45806885,27.11914444,0.083020002,47.85474014,29.48800659
St130,12.375,113.375,-4215,0.138009995,41.55728149,29.13299942,0.125190005,35.69070053,28.38856125,0.114459999,39.81875992,27.08543587,0.082769997,47.79177094,29.48728943
St131,12.375,113.625,-4151,0.131720006,41.17832947,29.20113182,0.117380001,35.9997406,28.36776352,0.1083,39.5311203,27.17149925,0.079960003,47.3012619,29.3768425
St132,12.375,113.791664,-4182,0.123740003,40.79299927,29.25061798,0.125,36.10462952,28.48179626,0.102480002,39.36674881,27.19301414,0.081490003,47.42932892,29.44425774
St133,12.375,114.041664,-4230,0.129360005,40.94850922,29.21188927,0.125200003,36.67459106,28.41366386,0.09691,39.39802933,27.187994,0.077339999,47.8143692,29.4994812
St134,12.375,114.208336,-4252,0.127509996,40.54792023,29.24416351,0.125200003,36.57479858,28.51048279,0.097769998,38.66860962,27.24321747,0.07801,47.76649094,29.44784355
St135,12.375,114.375,-4239,0.112769999,40.11856079,29.29795265,0.125609994,36.96321106,28.43446159,0.098650001,38.99029922,27.285532,0.078280002,47.70595932,29.48800659
St136,12.375,114.625,-4240,0.10249,40.03850937,29.22551727,0.110689998,36.46067047,28.57072639,0.103490002,39.09875107,27.36011887,0.076609999,47.63557053,29.44712639
St137,12.375,114.791664,-4258,0.103650004,39.92771912,29.34385109,0.107859999,36.38502884,28.58793831,0.104970001,39.45172882,27.37087631,0.078110002,47.53033066,29.39333725
St138,12.375,115.041664,-4264,0.108970001,39.86626816,29.35461044,0.105590001,36.36917877,28.67758751,0.107380003,39.43040085,27.40960503,0.078960001,47.78044128,29.34385109
St139,12.375,115.208336,-4237,0.108240001,40.41399002,29.31731606,0.100170001,36.64749146,28.71918297,0.105279997,39.45291138,27.43111992,0.077569999,47.68983841,29.42346001
St140,12.375,115.375,-4234,0.103919998,39.49026108,29.41915703,0.100929998,36.77484894,28.72205353,0.108630002,39.58575058,27.44761467,0.07604,47.72254181,29.50234985
St141,12.375,115.625,-4225,0.100040004,39.51921082,29.44784355,0.113499999,37.24887848,28.73567963,0.109690003,39.8266983,27.4684124,0.078620002,47.76993179,29.50019836
St142,12.375,115.791664,-4213,0.096369997,39.66125107,29.46505547,0.117210001,37.30981064,28.80739784,0.108510002,40.39068985,27.51789856,0.078249998,47.42327118,29.49230957
St143,12.375,116.041664,-4150,0.090449996,39.77207184,29.53175354,0.1105,37.77653885,28.85329819,0.110430002,40.77703857,27.52937317,0.075669996,46.93827057,29.52099609
St144,12.375,116.208336,-4178,0.093790002,39.27608109,29.48944092,0.112769999,37.97935867,28.79233742,0.104769997,40.77320099,27.54873848,0.080320001,46.80168915,29.53892708
St145,12.375,116.375,-3808,0.094230004,39.34156036,29.53318977,0.104570001,37.98756027,28.89991379,0.098130003,40.68239975,27.61041641,0.080310002,46.56306076,29.53964424
St146,12.375,116.625,-3793,0.090219997,38.44784164,29.64004898,0.101130001,38.3964119,28.92788506,0.104089998,41.03615189,27.64914322,0.082120001,46.68597031,29.6300087
St147,12.375,116.791664,-3796,0.089680001,39.06370926,29.80787086,0.102629997,38.60963058,28.87266159,0.103359997,41.2051506,27.65272903,0.083149999,46.72303009,29.49517822
St148,12.375,117.041664,-3798,0.100319996,38.49971008,29.6436348,0.09911,39.07262039,28.856884,0.105810001,41.42808151,27.69647789,0.089529999,46.5855217,29.52458191
St149,12.375,117.208336,-3905,0.091859996,38.39414978,29.76197052,0.098059997,38.88143158,28.87983322,0.106360003,41.70864868,27.66779137,0.089780003,46.33670044,29.5539875
St150,12.375,117.375,-3807,0.096430004,38.53054047,29.65654373,0.096129999,38.55580902,28.89417648,0.11005,41.87179184,27.67998314,0.087459996,46.24232101,29.63072586
St151,12.375,117.625,-3766,0.099610001,38.84865189,29.61351395,0.09443,39.0678215,28.9386425,0.110349998,42.69831085,27.75959015,0.087630004,46.54642105,29.62642288
St152,12.375,117.791664,-3598,0.093400002,39.03081131,29.6300087,0.093180001,39.56172943,28.98239136,0.111129999,42.7806282,27.77106476,0.088959999,46.90602875,29.63789749
St153,12.375,118.041664,-3339,0.092289999,38.59915924,29.7390213,0.092909999,39.60358047,29.03402901,0.107359998,43.09679031,27.85282516,0.0898,46.87084961,29.74834442
St154,12.375,118.208336,-2988,0.092090003,38.45195007,29.88747787,0.092390001,39.77222824,29.01036072,0.108269997,43.30371094,27.93314934,0.084449999,47.2069397,29.81934547
St155,12.375,118.375,-2356,0.096440002,38.88574982,29.78635597,0.094760001,40.10953903,29.06701851,0.112530001,43.3849411,28.01419067,0.081079997,47.52072906,29.81145668
St156,12.375,118.625,-2372,0.098379999,39.53264999,29.92190361,0.092710003,40.68656158,29.14447403,0.111809999,43.98025894,28.09881973,0.091420002,47.82069016,29.87456894
St157,12.375,118.791664,-1287,0.099310003,38.93109131,29.79567909,0.092139997,40.48044968,29.22766876,0.115390003,44.02886963,28.19205284,0.096450001,47.60961151,29.9864502
St158,12.375,119.041664,-974,0.088090003,39.20040894,29.94413567,0.092990004,40.81148148,29.36178207,0.121720001,44.22303009,28.3584404,0.105789997,48.50387955,30.1965847
St159,12.375,119.208336,-2875,0.098399997,39.05384827,29.95274162,0.09358,40.52210999,29.53892708,0.131970003,44.38811111,28.47462463,0.114540003,48.86022949,30.36153793
